ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
6205,M 13,Globular Cluster,Her,5.9,"Size: 16.6  !! glob. cl. , eB, vRi, vgeC",16,41.7,+,36,28
6218,M 12,Globular Cluster,Oph,6.6,"Size: 14.5  !! glob. cl. , vB, vL, iR, g",16,47.2,-,1,57
6231,Dunlop 520,Cluster Nebulosity,Sco,2.6,"Size: 15.  Cl, B, cL, pRi, st 10...13",16,54,-,41,48
6237,,Galaxy,Dra,,"eF, S, E",16,46.5,+,70,23
6242,OCL 1001,Open Cluster,Sco,6.4,"Size: 9.  Cl, B, L, Ri, st 8...11",16,55.6,-,39,30
6245,,Galaxy,Dra,,"vF, pL, R",16,45.5,+,70,48
6250,OCL 991,Open Cluster,Ara,5.9,"Size: 8.  Cl, L, lRi, lC, st 8...12",16,58,-,45,48
6253,OCL 972,Open Cluster,Ara,10,"Size: 5.  Cl, S, triangular, st 13",16,59.1,-,52,43
6254,M 10,Globular Cluster,Oph,6.6,"Size: 15.1  ! glob. cl. , B, vL, R, gvmb",16,57.1,-,4,6
6256,Pal 15,Globular Cluster,Sco,,"glob. cl. , vF, vL, iR, vgbM, rrr",16,59.5,-,37,7
6266,M 62,Globular Cluster,Oph,6.6,"Size: 14.1  ! glob. cl. , vB, L, gmbM, r",17,1.2,-,30,7
6273,M 19,Globular Cluster,Oph,7.2,"Size: 13.5  glob. cl. , vB, L, R, vCM, r",17,2.6,-,26,16
6276,IC 1239,Galaxy,Her,,eF,17,0.3,+,23,7
6281,OCL 1003,Cluster Nebulosity,Sco,5.4,"Size: 60.  Cl, L, pRi, lC, st 9...11",17,4.8,-,37,54
6298,,,Dra,,"vF, eS, R, bet 2 st, f of 2",17,3.4,+,62,2
6302,PK 349+1.1,Planetary Nebula,Sco,13,"Size: 0.8  pB, E pf, PN",17,13.7,-,37,6
6303,UGC 10711,,Dra,,"eF, pL, mE, nearly bet 2 st",17,5.1,+,68,21
6322,OCL 1000,Open Cluster,Sco,6,"Size: 10.  Cl, vL, pRi, lC (place of * n",17,18.5,-,42,57
6333,M 9,Globular Cluster,Oph,7.9,"Size: 9.3  glob. cl. , B, L, R, eCM, rrr",17,19.2,-,18,31
6334,ESO 392-EN9,Nebula,Sco,,"Size: 40.  cF, vL, icE, vglbf, *8 inv",17,20.5,-,35,43
6337,PK 349-1.1,Planetary Nebula,Sco,,"Size: 0.8  !!! ring , eF, S, am st",17,22.3,-,38,29
6341,M 92,Globular Cluster,Her,6.5,"Size: 11.2  glob. cl. , vB, vL, eCM, rrr",17,17.1,+,43,8
6344,,Galaxy,Her,,"F, S, R, *12 nf, nr",17,17.2,+,42,27
6352,Dunlop 417,Globular Cluster,Ara,8.2,"Size: 7.1  Cl (not neb), pF, L",17,25.5,-,48,25
6354,ESO 333-**8,Asterism,Sco,,"eF, S",17,24.6,-,38,32
6357,ESO 392-SC10,Nebula,Sco,,"Size: 50.  F, L, E, vglbM, D* inv",17,24.6,-,34,10
6380,GCL 68,Globular Cluster,Sco,,"Size: 3.9  eF, pS, lE, *9 att",17,35.4,-,39,4
6383,NGC 6374,Cluster Nebulosity,Sco,5.5,"Size: 80.  Cl, st 13, *6-7 in M",17,34.8,-,32,34
6388,GCL 70,Globular Cluster,Sco,6.9,"Size: 8.7  glob. cl. , vB, L, R, pg, psv",17,36.3,-,44,44
6397,Lac III-11,Globular Cluster,Ara,5.7,"Size: 25.7  glob. cl. , B, vL, Ri, st 13",17,40.7,-,53,40
6402,M 14,Globular Cluster,Oph,7.6,"Size: 11.7  ! glob. cl. , B, vL, R, eRi,",17,37.6,-,3,15
6405,M 6,Open Cluster,Sco,4.2,"Size: 15.  Cl, L, iR, lC, st 7, 10...; =",17,40.1,-,32,13
6410,,Star,Dra,,"eeF, S, R, nearly bet 2 st, sp of 2",17,35.2,+,60,49
6416,OCL 1031,Open Cluster,Sco,5.7,"Size: 18.  Cl, vL, Ri, lC",17,44.4,-,32,21
6430,UGC 10966,Asterism,Her,,"vF, S, mE",17,44.6,+,18,9
6432,ESO 520-**25,,Sgr,,only 4 st 12-13,17,47.4,-,24,53
6444,Ru 132,Open Cluster,Sco,,"Size: 12.  Cl, vL, vRi, st 12...13",17,49.5,-,34,49
6465,ESO 521-**2,,Sgr,,only 2 F D st,17,52.9,-,25,24
6475,M 7,Open Cluster,Sco,3.3,"Size: 80.  Cl, vB, pRi, lC, st 7...12; =",17,53.9,-,34,49
6477,,Galaxy,Dra,,"eeF, eS, R, v diffic, * nr",17,43.9,+,67,37
6481,,Double Star,Oph,,"vS, bM",17,52.8,+,4,10
6493,UGC 11011,Galaxy,Dra,,"Size: 1.4  F, eS, R, PN ?, F* vnr, sf of",17,50.4,+,61,33
6494,M 23,Open Cluster,Sgr,5.5,"Size: 27.  Cl, B, vL, pRi, lC, st 10...;",17,56.8,-,19,1
6499,,Double Star,Her,,S D* in neb,17,55.3,+,18,23
6510,NGC 6511,,Dra,,"eeF, pS, lE, v diffic",17,54,+,60,48
6514,M 20,Cluster Nebulosity,Sgr,6.3,"Size: 29.  !!! vB, vL, trifid, D* inv; =",18,2.3,-,23,2
6523,M 8,Nebula,Sgr,5.8,"Size: 90.  !!! vB, eL, eiF, with L Cl; =",18,3.8,-,24,23
6526,ESO 521-*N18,Nebula,Sgr,,"Size: 40.  F, L, cE",18,2.6,-,23,35
6530,OCL 19,Open Cluster,Sgr,4.6,"Size: 15.  Cl, B, L, pRi, f M8",18,4.8,-,24,20
6531,M 21,Open Cluster,Sgr,5.9,"Size: 13.  Cl, pRi, lC, st 9...12; = M21",18,4.6,-,22,30
6541,Dunlop 473,Globular Cluster,CrA,6.6,"Size: 13.1  glob. cl. , B, R, eC, gbM, r",18,8,-,43,42
6543,PK 96+29.1,Planetary Nebula,Dra,9,"Size: 5.8  PN , vB, pS, sbMvSN",17,58.6,+,66,38
6556,,,Sgr,,"F, vL, cE, lbM, rr; no nebulosity?",18,10,-,27,31
6558,GCL 89,Globular Cluster,Sgr,,"Size: 3.7  glob. cl. , pB, pL, R, glbM, ",18,10.3,-,31,46
6559,LBN 29,Nebula,Sgr,,"Size: 8.  vF, vL, lE, **  inv",18,10,-,24,6
6579,UGC 11153,,Her,,"F, p of Dneb",18,12.3,+,21,26
6580,UGC 11153,,Her,,"F, f of Dneb",18,12.4,+,21,26
6589,IC 1283;IC 4690,,Sgr,,"Size: 5.  D* in centre of eF, pL neby",18,16.9,-,19,46
6590,LBN 43,Cluster Nebulosity,Sgr,,"Size: 4.  D* in centre of pF, pL, R neby",18,17,-,19,53
6591,,Galaxy,Her,,"eeF, vS, stell",18,14,+,21,2
6595,IC 4700,Open Cluster,Sgr,7,"Size: 11.  F, pL, cE, **  inv; = IC 4700",18,17,-,19,53
6596,OCL 41,Open Cluster,Sgr,,"Cl, lC",18,17.5,-,16,40
6603,,Open Cluster,Sgr,11,"Size: 5.  !, Cl, vRi, vmC, R, st 15 (Mil",18,18.4,-,18,25
6604,OCL 56,Cluster Nebulosity,Ser,6.5,"Size: 60.  Cl, lRi, lC",18,18.1,-,12,14
6605,OCL 47,Open Cluster,Ser,6,"Cl, lRi, lC, st 10...12",18,17.1,-,14,58
6611,M 16,Cluster Nebulosity,Ser,6,"Size: 35.  Cl, at least 100 st L & S; = ",18,18.8,-,13,47
6613,M 18,Open Cluster,Sgr,6.9,"Size: 9.  Cl, P, vlC; = M18",18,19.9,-,17,8
6618,M 17,Cluster Nebulosity,Sgr,6,"Size: 46.  !!!, B, eL, eiF, 2 hooked; = ",18,20.8,-,16,11
6626,M 28,Globular Cluster,Sgr,6.9,"Size: 11.2  !, glob. cl. , vB, L, R, geC",18,24.5,-,24,52
6633,OCL 90,Open Cluster,Oph,4.6,"Size: 27.  Cl, lC, st L",18,27.7,+,6,34
6637,M 69,Globular Cluster,Sgr,7.7,"Size: 7.1  glob. cl. , B, L, R, rrr, st ",18,31.4,-,32,21
6639,,Open Cluster,Sct,,Cl (in Milky Way),18,30.1,-,13,12
6656,M 22,Globular Cluster,Sgr,5.1,"Size: 24.0  !!, glob. cl. , vB, vL, R, v",18,36.4,-,23,54
6660,NGC 6661,,Her,,"pB, pS, R, mbM, bet 2 st; = 6661",18,34.6,+,22,55
6666,,,Lyr,,"eF, S, R, v diffic",18,35.3,+,33,35
6669,UGC 11302,Galaxy,Her,,"eF, pL",18,38,+,22,4
6681,M 70,Globular Cluster,Sgr,8.1,"Size: 7.8  glob. cl. , B, pL, R, gbM, st",18,43.2,-,32,18
6685,UGC 11317,,Lyr,,"eeF, vS, R, v diffic, sp of 2",18,39.9,+,39,59
6693,,Star,Lyr,,vF,18,41.6,+,36,55
6694,M 26,Open Cluster,Sct,8,"Size: 15.  Cl, cL, pRi, pC, st 12...15; ",18,45.2,-,9,24
6705,M 11,Open Cluster,Sct,5.8,"Size: 14.  !, Cl, vB, L, iR, Ri, *9, st ",18,51.1,-,6,16
6709,OCL 100,Open Cluster,Aql,6.7,"Size: 13.  Cl, pRi, lC, iF",18,51.5,+,10,21
6715,M 54,Globular Cluster,Sgr,7.7,"Size: 9.1  glob. cl. , vB, L, R, g, smbM",18,55.1,-,30,29
6716,OCL 46,Open Cluster,Sgr,6.9,"Size: 7.  Cl, pRi, st 9...13",18,54.6,-,19,53
6717,Pal 9,Globular Cluster,Sgr,,"Size: 3.9  F, S, rr, Cl + neb",18,55.1,-,22,42
6720,M 57,Planetary Nebula,Lyr,9,"Size: 2.5  !!!, ring , B, pL, cE (in Lyr",18,53.6,+,33,2
6726,ESO 396-N13,Nebula,CrA,,"Size: 2.  *6-7 in F, pL, neb",19,1.7,-,36,53
6727,ESO 396-N14,Nebula,CrA,,"*8 in F, pL neb",19,1.8,-,36,54
6729,ESO 396-N*15,Nebula,CrA,,Size: 1.  var* (11...) with neb!!,19,1.9,-,36,57
6735,SAO 142915,Open Cluster,Aql,,"Cl, vL, P, st 12...",19,0.8,-,0,28
6744,ESO 104-42,Galaxy,Pav,9,"Size: 15.5  cB, cL, R, vg, svmbM, r",19,9.8,-,63,51
6752,Dunlop 295,Globular Cluster,Pav,5.4,"Size: 20.4  glob. cl. , B, vL, iR, rrr, ",19,10.9,-,59,59
6765,PK 62+9.1,Planetary Nebula,Lyr,,"Size: 0.6  F, S, E",19,11.1,+,30,33
6768,ESO 337-18,Galaxy,CrA,,"vF, S, R, pslbM",19,16.5,-,40,11
6774,Ru 147,Open Cluster,Sgr,,"Cl, vL, lC",19,16.6,-,16,16
6775,,Asterism,Aql,,"Cl, P, lC, st 10...11",19,16.8,-,0,55
6779,M 56,Globular Cluster,Lyr,8.3,"Size: 7.1  glob. cl. , B, L, iR, gvmCM, ",19,16.6,+,30,11
6785,,,Aql,,"eS, stellar",19,20.9,-,1,6
6793,OCL 115,Open Cluster,Vul,,"Cl, P, lC",19,23.2,+,22,11
6794,ESO 338-5,Galaxy,Sgr,,"eF, pS, R, vgvlbM",19,27.9,-,38,53
6800,OCL 123,Open Cluster,Vul,,"Cl, vL, pRi, vlC, st 10...",19,27.2,+,25,8
6805,ESO 338-14,Galaxy,Sgr,,"Size: 1.2  eF, R, vgbM",19,36.8,-,37,33
6806,ESO 338-15,Galaxy,Sgr,,"eF, vS, *14 att",19,37.2,-,42,19
6809,M 55,Globular Cluster,Sgr,7,"Size: 19.0  glob. cl. , pB, L, R, vRi, v",19,40,-,30,58
6811,OCL 185,Open Cluster,Cyg,6.8,"Size: 13.  Cl, L, pRi, lC, st 11..14",19,38.2,+,46,34
6813,SG 3.148,Nebula,Vul,,"Size: 3.  **  in vF, S neb",19,40.4,+,27,18
6815,,Open Cluster,Vul,,"Cl, vL, pRi, lC, st 10...15",19,40.9,+,26,51
6816,ESO 460-30,,Sgr,,"eF, pS, R, vlbM, *14 at pos 20deg , dist",19,44,-,28,33
6820,LBN 135,Nebula,Vul,,"Size: 40.  F, S, R, bM",19,43.1,+,23,17
6822,IC 4895,Galaxy,Sgr,9,"Size: 10.2  vF, vS, E, dif; = IC 4895",19,44.9,-,14,48
6826,PK 83+12.1,Planetary Nebula,Cyg,10,"Size: 2.3  PN , B, pL, R, *11 M",19,44.8,+,50,31
6827,Berk 48,Open Cluster,Vul,,"vF, E, dif, sev st inv",19,48.9,+,21,13
6837,OCL 108,Open Cluster,Aql,,"Cl, S, P",19,53.5,+,11,41
6838,M 71,Globular Cluster,Sge,8.3,"Size: 7.2  Cl, vL, vRi, pmC, st 11...16;",19,53.8,+,18,47
6840,,Open Cluster,Aql,,"Cl, P, lC",19,55.3,+,12,6
6841,ESO 461-23,Galaxy,Sgr,,"Size: 1.5  vF, S, R, psbM",19,57.8,-,31,49
6843,,Open Cluster,Aql,,"Cl, S, P",19,56.1,+,12,9
6849,ESO 339-32,,Sgr,,"pB, S, R, vS* np",20,1.3,-,40,13
6852,PK 42-14.1,Planetary Nebula,Aql,,"Size: 0.5  F neb, am st",20,0.6,+,1,43
6853,M 27,Planetary Nebula,Vul,8.1,"Size: 15.2  !!!, vB, vL, biN, iE (Dumbbe",19,59.6,+,22,43
6857,,Planetary Nebula,Cyg,,"F, am Milky Way st",20,1.9,+,33,31
6859,,Triple Star,Aql,,"vS Cl, *10 p 1s , s 1' 29""",20,3.9,+,0,26
6863,,Asterism,Aql,,"Cl, S, vmC, st 19",20,5.1,-,3,34
6864,M 75,Globular Cluster,Sgr,8.6,"Size: 6.0  glob. cl. , B, pL, R, vmbMBN,",20,6.1,-,21,55
6865,,Galaxy,Aql,,"F, S, E",20,6,-,9,2
6871,OCL 148,Open Cluster,Cyg,5.2,"Size: 20.  Cl, st L and S, **  inv",20,5.9,+,35,47
6873,,Double Star,Sge,,"Cl, lC, st 10...13, **  inv",20,8.3,+,21,6
6885,OCL 152,Open Cluster,Vul,6,"Size: 7.  Cl, vB, vL, Ri, lC, st 6...11",20,12,+,26,29
6888,LBN 203,Nebula,Cyg,,"Size: 20.  F, vL, vmE, **  att",20,12,+,38,21
6913,M 29,Open Cluster,Cyg,6.6,"Size: 7.  Cl, P, lC, st L and S; = M29",20,23.9,+,38,32
6914,LBN 274,Nebula,Cyg,,"Size: 13.  vF, vL, iR, dif, 2 st att p",20,24.7,+,42,29
6915,IRAS20251-0314,Galaxy,Aql,,"Size: 1.2  pB, S, R",20,27.8,-,3,5
6919,ESO 285-27,Galaxy,Mic,,"eF, pS, R, vgvlbM",20,31.6,-,44,13
6933,,Double Star,Del,,"pB, vS, 6934 f",20,33.6,+,7,23
6934,GCL 117,Globular Cluster,Del,8.9,"Size: 5.9  glob. cl. , B, L, R, rrr, st ",20,34.2,+,7,24
6936,ESO 528-22,,Cap,,"vF, vS, R, slbM",20,35.9,-,25,17
6940,OCL 141,Open Cluster,Vul,6.3,"Size: 31.  Cl, vB, vL, vRi, cC, st pL",20,34.6,+,28,18
6946,UGC 11597,Galaxy,Cep,8.9,"Size: 11.0  vF, vL, vg, vsbM, rr",20,34.8,+,60,9
6947,ESO 401-3,Galaxy,Mic,,"Size: 2.0  vF, L, R, gbM",20,41.3,-,32,29
6952,NGC 6951,Galaxy,Cep,,"pB, oval, dif, *15 close f; = 6951",20,37,+,66,6
6953,,,Cep,,vS group of 4 st (no neb),20,37.7,+,65,46
6960,LBN 191,Nebula,Cyg,,"Size: 70.  !! pB, cL, eiF, 52 Cyg inv",20,45.7,+,30,43
6965,UGC 11630,,Aqr,,"vF, vS; = 6963",20,47.4,+,0,30
6966,,Double Star,Aqr,,"eF, vS",20,47.4,+,0,22
6973,,Star,Aqr,,"vF, S, r",20,52.1,-,5,53
6974,SG 3.202,Nebula,Cyg,,"neb*, neby cE pf",20,50.8,+,31,52
6975,NGC 6976,Galaxy,Aqr,,"vF, S; = 6976",20,52.4,-,5,46
6979,,Nebula,Cyg,,"vF, S, iE, sev F st f nr",20,51,+,32,9
6980,,Star,Aqr,,"vF, S, r",20,52.8,-,5,49
6981,M 72,Globular Cluster,Aqr,9.4,"Size: 5.9  glob. cl. , pB, pL, R, gmCM, ",20,53.5,-,12,32
6983,ESO 286-14,Galaxy,Mic,,"eF, cS, R",20,56.8,-,43,58
6986,ESO 598-7,,Cap,,"vF, vS, R, glbMN",20,36.6,-,18,38
6991,OCL 201,Open Cluster,Cyg,,"Cl, L, P, vlC",20,56.6,+,47,25
6992,CED 182B,Nebula,Cyg,,"Size: 60.  !!, eF, eL, eE, eiF, bifurcat",20,56.4,+,31,43
6994,M 73,Open Cluster,Aqr,9,"Size: 3.  Cl, eP, vlC, no neb; = M73",20,59,-,12,38
6995,CED 182C,Nebula,Cyg,,"Size: 12.  F, eL, neb & st in groups",20,57.1,+,31,13
6996,,Open Cluster,Cyg,,"Cl, P, lC",20,56.4,+,45,28
6998,ESO 464-14,Galaxy,Mic,,"eeF, vS",21,1.6,-,28,1
6999,ESO 464-15,Galaxy,Mic,,"Size: 0.9  eeF, vS",21,2,-,28,4
7000,LBN 373,Nebula,Cyg,,"Size: 120.  F, eeL, dif nebulosity",20,58.8,+,44,20
7005,,Open Cluster,Aqr,,"Cl, S, P",21,2,-,12,53
7006,GCL 119,Globular Cluster,Del,10.6,"Size: 2.8  B, pL, R, gbM",21,1.5,+,16,11
7009,PK 37-34.1,Planetary Nebula,Aqr,8,"Size: 1.7  !!!, PN , vB, S, elliptic",21,4.2,-,11,22
7012,ESO 286-51,Galaxy,Mic,,"Size: 3.2  F, pL, E, vgvlbM, * p",21,6.8,-,44,49
7019,ESO 529-22,Galaxy,Cap,,"Size: 0.7  vF, vS, R, sbMN",21,6.4,-,24,25
7023,OCL 235,Cluster Nebulosity,Cep,7,"Size: 18.  *7 in eF, eL, neby",21,0.5,+,68,10
7030,ESO 598-28,Galaxy,Cap,,"vF, vS, iR, bMN",21,11.2,-,20,30
7035,ESO 530-15,Galaxy,Cap,,"Size: 1.2  eF, S, iR",21,10.8,-,23,8
7045,,Double Star,Equ,,not a neb; only 2 F close st,21,14.8,+,4,31
7057,ESO 287-17,Galaxy,Mic,,"eF, vS, R, p of 2",21,25,-,42,29
7060,ESO 287-22,Galaxy,Mic,,"vF, pS, R, f of 2",21,25.9,-,42,24
7063,OCL 192,Open Cluster,Cyg,7,"Size: 8.  Cl, P, st 10...",21,24.4,+,36,30
7065,MCG 1-54-17,Galaxy,Aqr,,"Size: 1.4  vF, sbM",21,26.7,-,7,0
7074,ZWG 401. 27,Galaxy,Peg,,"vF, S, E",21,29.5,+,6,42
7075,ESO 343-4,Galaxy,Gru,,"cF, cS, R, pgbM",21,31.5,-,38,36
7076,PK 101+08.1,Nebula,Cep,,"Size: 2.  vF, er",21,26.3,+,62,53
7078,M 15,Globular Cluster,Peg,6.4,"Size: 12.3  !, glob. cl. , vB, vL, iR, v",21,30,+,12,10
7087,ESO 343-8,Galaxy,Gru,,"cF, S, R, gbM",21,34.6,-,40,49
7089,M 2,Globular Cluster,Aqr,6.5,"Size: 12.9  !!, glob. cl. , B, vL, gpmbM",21,33.5,-,0,49
7091,IC 5114,Galaxy,Gru,,"eF, pL, vgbM, *6 f 40s",21,34.1,-,36,38
7092,M 39,Open Cluster,Cyg,4.6,"Size: 32.  Cl, vL, vP, vlC, st 7...10; =",21,32.2,+,48,26
7094,PK 66-28.1,Planetary Nebula,Peg,,"Size: 1.6  * in eeF neby, v diffic",21,36.9,+,12,47
7095,ESO 027-G001,Galaxy,Gru,,"Size: 1.6  F, pL, R, vglbM, *13 inv; = 7",21,40.2,-,42,32
7099,M 30,Globular Cluster,Cap,7.5,"Size: 11.0  !, glob. cl. , B, L, lE, gpm",21,40.4,-,23,11
7108,NGC 7111,Galaxy,Aqr,,"vF, S, R, stell",21,42.4,-,6,47
7109,ESO 403-15,Galaxy,PsA,,"eF, vS, am st",21,41.9,-,34,27
7110,ESO 403-16,Galaxy,PsA,,"F, S, R, bM",21,42.2,-,34,10
7122,,Double Star,Cap,,nebulous * 10-11 or vS Cl,21,45.7,-,8,49
7127,OCL 219,Open Cluster,Cyg,,"Size: 3.  Cl, S, P, lC",21,43.9,+,54,37
7130,IC 5135,Galaxy,PsA,,"pB, S, R, glbM; = IC 5135",21,48.3,-,34,57
7133,,Nebula,Cep,,"vF, pL",21,42.6,+,66,3
7134,,Asterism,Cap,,only 3 or 4 vF st (no neb),21,48.9,-,12,59
7136,,Double Star,Cap,,"stellar, nebulosity doubtful",21,49.7,-,11,47
7139,PK 104+7.1,Planetary Nebula,Cep,,"Size: 1.3  vF, cS, R, r",21,45.9,+,63,39
7143,,Double Star,Cyg,,vF; D*? (inv in neb?),21,48.9,+,29,57
7148,,Double Star,Peg,,"vF, vS, R",21,52.1,+,3,20
7150,,Asterism,Cyg,,"neb, no description",21,50.4,+,49,45
7154,ESO 404-8,Galaxy,PsA,,"Size: 1.3  B, pL, iR, glbM, r",21,55.4,-,34,49
7158,,Triple Star,Cap,,"vF neb*, *9.5 nf 3'",21,57.4,-,11,36
7160,OCL 236,Open Cluster,Cep,6.1,"Size: 7.  Cl, P, vlC",21,53.7,+,62,36
7161,,Double Star,Peg,,"Cl, vS, st 19, bet 2 st 16",21,57,+,2,57
7164,ZWG 377. 6,Galaxy,Aqr,,"eF, R, 4 vF st n",21,56.6,+,1,22
7170,AM 2148-554,,Aqr,,"vF, pS, iR, bMN, D* p 36s",22,1.4,-,5,27
7178,ESO 404-22,Galaxy,PsA,,"eF, S, R, *8 s 2'",22,2.5,-,35,49
7186,,,Peg,,"vF, am 5 or 6 st",22,1,+,35,6
7187,ESO 404-24,Galaxy,PsA,,"Size: 1.7  pF, pS, R, lbM",22,2.7,-,32,48
7207,,Galaxy,Peg,,"vF, S",22,5.7,+,16,45
7209,OCL 215,Open Cluster,Lac,6.7,"Size: 25.  Cl, L, cRi, pC, st 9...12",22,5.2,+,46,30
7211,NPM1G -08.0602,Galaxy,Aqr,,"eF, S, stellar",22,6.2,-,8,7
7233,ESO 289-8,Galaxy,Gru,,"Size: 2.2  F, vS, R, *8 f, f of 2",22,15.8,-,45,51
7239,NPM1G -05.0643,Galaxy,Aqr,,"eF, vS",22,14.9,-,5,5
7243,OCL 221,Open Cluster,Lac,6.4,"Size: 21.  Cl, L, P, lC, st vL",22,15.3,+,49,53
7259,ESO 467-50,Galaxy,PsA,,"eF, pL, R, vlbM",22,23.1,-,28,59
7262,ESO 405-17,Galaxy,PsA,,"eF, S, R, lbM",22,23.4,-,32,20
7263,MCG 6-49-4,Galaxy,Lac,,"Size: 0.8  F, S, R",22,21.8,+,36,21
7267,ESO 405-18,Galaxy,PsA,,"cB, pS, vlE, glbM, B***  sp",22,24.3,-,33,41
7268,ESO 467-57,Galaxy,PsA,,"Size: 1.8  F, cS, vlE, p of 2",22,25.7,-,31,12
7279,ESO 405-21,Galaxy,PsA,,"vF, pS, R, vgvlbM",22,27.1,-,35,8
7281,OCL 238,Open Cluster,Cep,,"Cl, L, pRi, lC, st 10...16",22,24.7,+,57,50
7287,ESO 602-20,Galaxy,Aqr,,"Size: 0.7  eF, slightly nebs D*",22,28.8,-,22,12
7289,ESO 405-23,Galaxy,PsA,,"vF, S, R, gbM",22,29.2,-,35,27
7293,PK 36-57.1,Planetary Nebula,Aqr,,"Size: 12.8  ! pF, vL, E or biN",22,29.6,-,20,48
7297,ESO 345-18,Galaxy,Gru,,"eF, S, R, p of 2",22,30.9,-,37,49
7299,ESO 345-19,Galaxy,Gru,,"eF, S, R, f of 2",22,31.4,-,37,49
7313,ESO 533-52,Galaxy,PsA,,"eF, E",22,35.5,-,26,6
7322,NGC 7334,Galaxy,Gru,,"vF, S, vlE, gbM",22,37.7,-,37,13
7325,,Double Star,Peg,,"F, vS, 7331 f",22,36.8,+,34,22
7326,,Double Star,Peg,,"eF, eS, 7331 f",22,36.8,+,34,25
7327,,Star,Peg,,"eF, eS, np 7331",22,36.8,+,34,29
7331,UGC 12113,Galaxy,Peg,9.5,"Size: 10.7  B, pL, pmE 163deg , smbM",22,37.1,+,34,25
7334,NGC 7322,Galaxy,Gru,,eeF; = 7322,22,37.8,-,37,14
7337,UGC 12120,Galaxy,Peg,,"Size: 1.3  eF, S, stellar",22,37.4,+,34,22
7349,ESO 603-4,,Aqr,,"eF, vS, E 175deg , biN, bn",22,41.5,-,22,54
7350,,Star,Peg,,vF,22,41,+,11,58
7359,ESO 534-22,,Aqr,,"pF, vS, pmE, bMN",22,44.8,-,23,41
7368,ESO 345-49,Galaxy,Gru,,"Size: 3.2  F, cS, lE, glbM",22,45.6,-,39,20
7370,NPM1G +10.0561,Galaxy,Peg,,"eF, vS",22,45.5,+,11,3
7382,ESO 406-15,Galaxy,Gru,,"eF, vS, R, *12 att np",22,50.3,-,36,51
7384,,Galaxy,Peg,,"eF, 5' nf 7383",22,49.7,+,11,33
7388,,Galaxy,Peg,,"vF, *11 f 2'.5",22,50.2,+,11,44
7400,ESO 290-22,Galaxy,Gru,,"Size: 2.5  pF, lE, glbM, vS* inv",22,54.3,-,45,21
7401,,Galaxy,Psc,,"eF, vS",22,53.1,+,1,10
7403,,Star,Psc,,* slightly nebs? (prob not),22,53.1,+,1,29
7404,IC 5260,Galaxy,Gru,,"vF, S, R",22,54.3,-,39,19
7405,NPM1G +12.0573,Galaxy,Peg,,"eF, S, R",22,52.8,+,12,35
7414,NPM1G +12.0575,Galaxy,Peg,,"eeF, S, R, v diffic, n of 2",22,55.3,+,13,15
7429,OCL 249,Open Cluster,Cep,,"Cl, P, pC, st 9...11",22,55.9,+,59,59
7439,UGC 12273,,Peg,,long patch of F neby,22,58.7,+,29,10
7447,,,Aqr,,nonexistent; only a F***  np place,23,0.4,-,10,32
7451,UGC 12299,,Peg,,"pF, pL, *10-11 sp 2'",23,0.4,+,8,25
7453,,Triple Star,Aqr,,"B, vS, *11 close np",23,1.4,-,6,21
7455,MK 523,Galaxy,Psc,,"eF, pS, cE, *10 nf 2'",23,0.6,+,7,17
7472,NGC 7482,,Psc,,F neb*; = 7482,23,5.7,+,3,4
7476,ESO 290-45,Galaxy,Gru,,"F, S, R, triangle with 2 st 7",23,5.2,-,43,7
7477,NGC 7482,,Psc,,"F, S, bM *15, *17 att n; = 7482",23,5.7,+,3,4
7478,KUG 2302+023,Galaxy,Psc,,"eF, E",23,4.9,+,2,35
7479,UGC 12343,Galaxy,Peg,11,"Size: 4.1  pB, cL, mE 12deg , bet 2 st",23,4.9,+,12,19
7484,ESO 407-6,Galaxy,Scl,,"pB, S, R, lbM, *8-9 att s",23,7.1,-,36,16
7486,NPM1G +33.0480,Galaxy,Peg,,"vF, vS, 2' f 7485",23,6.2,+,34,4
7493,,Star,Psc,,"vF, stellar",23,8.6,+,0,54
7502,ESO 604-**5,Double Star,Aqr,,"eF, vS, E 290deg ; F D*?",23,10.8,-,21,46
7504,,Star,Peg,,"vF, S, stellar",23,10.6,+,14,24
7519,UGC 12424,,Peg,,"vF, pL",23,12.7,+,10,47
7524,MCG 0-59-10,Galaxy,Psc,,"eF, vS",23,13.8,-,1,45
7526,,Asterism,Aqr,,"eF, vS",23,13.9,-,9,12
7528,,Galaxy,Peg,,"F, S",23,14.3,+,10,13
7538,LBN 542,Nebula,Cep,,"Size: 10.  vF, L, 2 pB st inv",23,13.5,+,61,31
7544,NPM1G -02.0508,Galaxy,Psc,,"eF, vS",23,15,-,2,12
7545,ESO 347-4,Galaxy,Gru,,"F, S, vlE, vgvlbM, *10 att",23,15.5,-,38,32
7551,,Galaxy,Peg,,neb* 13m,23,14.6,+,15,55
7553,ZWG 454. 15,Galaxy,Peg,,"vF, vS, R",23,15.3,+,19,1
7554,3ZW 99,Galaxy,Psc,,"eF, eS, alm stell, 7556 f",23,15.7,-,2,23
7560,,Double Star,Psc,,"F, vS, iR, sp of 2",23,16,+,4,30
7561,,,Psc,,"eF, stellar, nf of 2",23,16,+,4,31
